02100;MORCOURT;;;MORCOURT;
02100;NEUVILLE ST AMAND;;;NEUVILLE ST AMAND;
02100;OMISSY;;;OMISSY;
02100;REMAUCOURT;;;REMAUCOURT;
02100;ROUVROY;;;ROUVROY;
02100;ST QUENTIN;;;ST QUENTIN;
02110;AISONVILLE ET BERNOVILLE;;;AISONVILLE ET BERNOVILLE;
02110;BEAUREVOIR;;;BEAUREVOIR;
02110;BECQUIGNY;;;BECQUIGNY;
02110;BOHAIN EN VERMANDOIS;;;BOHAIN EN VERMANDOIS;
02110;BRANCOURT LE GRAND;;;BRANCOURT LE GRAND;
02110;CROIX FONSOMME;;;CROIX FONSOMME;
02110;ETAVES ET BOCQUIAUX;;;ETAVES ET BOCQUIAUX;
02110;FIEULAINE;;;FIEULAINE;
02110;FONSOMME;;;FONSOMME;
02110;FONTAINE NOTRE DAME;;;FONTAINE NOTRE DAME;
02110;FONTAINE UTERTE;;;FONTAINE UTERTE;
02110;GROUGIS;;;GROUGIS;
02110;MOLAIN;;;MOLAIN;
02110;MONTBREHAIN;;;MONTBREHAIN;
02110;MONTIGNY EN ARROUAISE;;;MONTIGNY EN ARROUAISE;
02110;PREMONT;;;PREMONT;
02110;RAMICOURT;;;RAMICOURT;
02110;RIBEAUVILLE;;;RIBEAUVILLE;
02110;ST MARTIN RIVIERE;;;ST MARTIN RIVIERE;
02110;SEBONCOURT;;;SEBONCOURT;
02110;SERAIN;;;SERAIN;
02110;LA VALLEE MULATRE;;;LA VALLEE MULATRE;
02110;VAUX ANDIGNY;;;VAUX ANDIGNY;
02120;AUDIGNY;;;AUDIGNY;
02120;BERNOT;;;BERNOT;
02120;CHIGNY;;;CHIGNY;
02120;COLONFAY;;;COLONFAY;
02120;CRUPILLY;;;CRUPILLY;
